node_names,node_coords
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;350,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-7,8)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;438,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-8,9)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;500,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-8,10)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;501;541;611;681,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-7,11);(-8,11);(-8,12);(-9,12)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;501;541;611;682;738,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-7,11);(-8,11);(-8,12);(-8,13);(-9,13)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;501;541;611;682;739,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-7,11);(-8,11);(-8,12);(-8,13);(-7,13)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;501;541;611;682;740;800,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-7,11);(-8,11);(-8,12);(-8,13);(-8,14);(-7,14)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;501;541;611;682;740;801,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-7,11);(-8,11);(-8,12);(-8,13);(-8,14);(-8,15)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;393;439;501;542,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-7,9);(-7,10);(-7,11);(-7,12)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;306;351;394;510;598,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-6,8);(-6,9);(-6,10);(-6,11);(-6,12)"
root;2;6;11;13;21;25;39;79;103;145;198;224;252;307,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-5,7);(-5,8);(-5,9)"
root;2;6;11;13;21;25;39;79;103;145;198;225,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-3,7)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;364,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-5,10)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;365,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-3,10)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;429,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-5,11)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;430,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-3,11)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;488,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-5,12)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;489,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-3,12)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;490;560;623,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-4,13);(-5,13);(-6,13)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;490;560;624;711;818,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-4,13);(-5,13);(-5,14);(-6,14);(-6,15)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;490;560;624;712,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-4,13);(-5,13);(-5,14);(-5,15)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;490;561,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-4,13);(-3,13)"
root;2;6;11;13;21;25;39;79;103;145;198;226;277;318;366;431;490;562,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-4,5);(-4,6);(-4,7);(-4,8);(-4,9);(-4,10);(-4,11);(-4,12);(-4,13);(-4,14)"
root;2;6;11;13;21;25;39;79;104,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-3,5);(-3,6)"
root;2;6;11;13;21;25;39;80,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-2,5);(-2,6)"
root;2;6;11;13;21;25;40;54;71;122,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(3,5)"
root;2;6;11;13;21;25;40;54;71;123,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,6)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;456;615;795;851,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(9,4);(10,4);(11,4);(12,4)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;456;615;795;852,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(9,4);(10,4);(11,4);(11,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;456;615;795;853,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(9,4);(10,4);(11,4);(11,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;456;615;796,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(9,4);(10,4);(10,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;456;615;797,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(9,4);(10,4);(10,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;456;616,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(9,4);(9,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;457;534,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(8,5);(9,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;457;535;651;806,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(8,5);(8,6);(7,6);(6,6)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;457;535;651;807,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(8,5);(8,6);(7,6);(7,7)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;457;535;652,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(8,5);(8,6);(9,6)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;457;535;653,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(8,5);(8,6);(8,7)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;385;458,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(8,4);(8,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;386,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(7,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;334;387,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(7,4);(7,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;335,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(6,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;287;336,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(6,4);(6,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;288,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(5,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;255;289,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(5,4);(5,3)"
root;2;6;11;13;21;25;40;54;71;124;146;180;256,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(4,5)"
root;2;6;11;13;21;25;40;54;71;124;146;180;257,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(4,4);(4,3)"
root;2;6;11;13;21;25;40;54;71;124;146;181;259,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(3,4);(3,3);(3,2)"
root;2;6;11;13;21;25;40;54;71;124;147,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(2,5);(2,4);(2,3)"
root;2;6;11;13;21;25;40;54;72,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(1,6)"
root;2;6;11;13;21;25;40;54;73,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(1,5);(1,4)"
root;2;6;11;13;21;25;40;55;78;86;437;683;804;845,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(1,7);(2,7);(3,7);(4,7);(5,7)"
root;2;6;11;13;21;25;40;55;78;86;437;683;804;846,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(1,7);(2,7);(3,7);(4,7);(4,6)"
root;2;6;11;13;21;25;40;55;78;86;437;683;805,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(1,7);(2,7);(3,7);(3,6)"
root;2;6;11;13;21;25;40;55;78;87;111;169;211;240,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-2,8);(-3,8);(-3,9)"
root;2;6;11;13;21;25;40;55;78;87;111;169;212,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-2,8);(-2,9)"
root;2;6;11;13;21;25;40;55;78;87;111;169;213,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-2,8);(-2,7)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;432,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-2,10)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;477,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-2,11)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;478,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(0,11)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;515,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-2,12)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;516,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(0,12)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;577,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-2,13)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;578,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(0,13)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;643,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(-2,14)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;644,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(0,14)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;645;723,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(-1,15);(-2,15)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;645;724;793,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(-1,15);(0,15);(1,15)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;645;724;794,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(-1,15);(0,15);(0,16)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;645;725;808,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(-1,15);(-1,16);(-2,16)"
root;2;6;11;13;21;25;40;55;78;87;111;170;375;433;479;517;579;645;725;809,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(-1,8);(-1,9);(-1,10);(-1,11);(-1,12);(-1,13);(-1,14);(-1,15);(-1,16);(-1,17)"
root;2;6;11;13;21;25;40;55;78;87;112,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(1,8)"
root;2;6;11;13;21;25;40;55;78;87;113;187;266;505;631;817;867,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(2,9);(3,9);(4,9);(5,9);(6,9)"
root;2;6;11;13;21;25;40;55;78;87;113;187;266;505;632;731;816;854,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(2,9);(3,9);(3,8);(4,8);(5,8);(6,8)"
root;2;6;11;13;21;25;40;55;78;87;113;187;266;506,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(2,9);(2,8)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;480;747;837,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(3,10);(4,10);(5,10)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;480;747;838,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(3,10);(4,10);(4,11)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;607,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(3,11)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;708,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(1,12)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;709,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(3,12)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;710;788,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(2,13);(1,13)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;710;789,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(2,13);(3,13)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;710;790;841,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(2,13);(2,14);(1,14)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;710;790;842,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(2,13);(2,14);(3,14)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;371;481;608;710;790;843,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(2,10);(2,11);(2,12);(2,13);(2,14);(2,15)"
root;2;6;11;13;21;25;40;55;78;87;113;187;267;372,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(1,9);(1,10);(1,11)"
root;2;6;11;13;21;25;40;55;78;87;113;188,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(0,5);(0,6);(0,7);(0,8);(0,9);(0,10)"
root;2;6;11;13;21;25;41;81,"(0.01,0.01);(0,1);(-1,1);(-1,2);(-1,3);(-1,4);(-1,5);(-1,6);(-1,7)"
root;2;7,"(0.01,0.01);(0,1);(0,2)"
root;3;8;85,"(0.01,0.01);(0,0);(-1,0);(-2,0)"
root;3;9;14;74,"(0.01,0.01);(0,0);(0,-1);(-1,-1);(-2,-1)"
root;3;9;15;16,"(0.01,0.01);(0,0);(0,-1);(0,-2);(-1,-2)"
root;3;9;15;17,"(0.01,0.01);(0,0);(0,-1);(0,-2);(1,-2)"
root;3;9;15;18;26;59;90;125;159;203;294,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-5,-3);(-6,-3);(-7,-3)"
root;3;9;15;18;26;59;90;125;159;203;295,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-5,-3);(-6,-3);(-6,-2)"
root;3;9;15;18;26;59;90;125;159;203;296;341;369,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-5,-3);(-6,-3);(-6,-4);(-7,-4);(-8,-4)"
root;3;9;15;18;26;59;90;125;159;203;296;341;370,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-5,-3);(-6,-3);(-6,-4);(-7,-4);(-7,-5)"
root;3;9;15;18;26;59;90;125;159;203;296;342;494,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-5,-3);(-6,-3);(-6,-4);(-6,-5);(-5,-5)"
root;3;9;15;18;26;59;90;125;159;204,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-5,-3);(-5,-4)"
root;3;9;15;18;26;59;90;125;160;407,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-4,-3);(-4,-4);(-4,-5)"
root;3;9;15;18;26;59;90;126,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-3,-2)"
root;3;9;15;18;26;59;90;127;427,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-3,-3);(-3,-4);(-3,-5)"
root;3;9;15;18;26;59;91,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-2,-2)"
root;3;9;15;18;26;59;92,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(-1,-3);(-2,-3);(-2,-4)"
root;3;9;15;18;27;29;42;75;114;148;175;221;263;348;464,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(3,-3);(4,-3);(5,-3);(6,-3);(7,-3);(8,-3);(9,-3);(10,-3);(11,-3)"
root;3;9;15;18;27;29;42;75;114;148;175;221;263;348;465;609;785,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(3,-3);(4,-3);(5,-3);(6,-3);(7,-3);(8,-3);(9,-3);(10,-3);(10,-2);(11,-2);(12,-2)"
root;3;9;15;18;27;29;42;75;114;148;175;221;263;348;465;610;763,"(0.01,0.01);(0,0);(0,-1);(0,-2);(0,-3);(1,-3);(2,-3);(3,-3);(4,-3);(5,-3);(6,-3);(7,-3);(8,-3);(9,-3);(10,-3);(10,-2);(10,-1);(11,-1)"
